opt_x,opt_y,outer_width,inner_width,center_x,center_y,outer_x,outer_y,inner_x,inner_y,curvature,ref_v,true_outer_x,true_outer_y,true_inner_x,true_inner_y,yaw,vx,vy,omega,acc,steer,dt
0.20879175063072536,6.307492489983003,0.3259682273611953,0.3957055659515035,0.331818,6.07616,0.178761,6.36396,0.517623,5.72679,0.024859271867942477,4.29272049069631,0.228678,6.6657,0.755937,5.33276,3.5751757176032446,4.29272049069631,-0.8468101377771675,-1.2966901223227945,1.4144027880832981,-0.1103726540437471,0.00995226653931958
0.1664820277434051,6.297191619530802,0.3350619093913833,0.42379424654070047,0.291578,6.0551,0.137763,6.35277,0.486127,5.6786,0.02551633231180548,4.317787146943038,0.228308,6.66556,0.714874,5.27762,3.5622707118871486,4.317787146943038,-0.7891252725529051,-1.3144614028523847,1.1982050246758549,-0.07784519389113195,0.009621681628983317
0.12545910722247677,6.287156470307734,0.34179061417048884,0.4512888034285806,0.252216,6.03503,0.0986908,6.3404,0.454926,5.63183,0.022905760421095912,4.339356832583678,0.227982,6.66545,0.674291,5.23682,3.5496233827555352,4.339356832583678,-0.732241148657266,-1.3261681058284067,1.0067072807790747,-0.04506239775703349,0.009248405000142073
0.08593449315199536,6.2774480446764125,0.34831754110776597,0.4781261866380045,0.213581,6.01589,0.0608154,6.32892,0.423274,5.5862,0.02087557533717306,4.357692605925301,0.227664,6.66536,0.6337,5.196,3.5373584430148206,4.357692605925301,-0.6767502334637474,-1.3321141381462722,0.8181452299222304,-0.012329869703005963,0.008911933342027074
0.04777584673967705,6.268041348559086,0.3550038396448132,0.5069110199038884,0.175583,5.99763,0.0238846,6.31859,0.392193,5.53933,0.019266437673129036,4.373032693282007,0.227354,6.66528,0.593101,5.15517,3.5254867306119775,4.373032693282007,-0.6227356218782067,-1.3327435890824249,0.6313279635360887,0.020077443292726562,0.008613337870582872
0.010842118498534337,6.258907416493705,0.3608939262786373,0.5362547607247882,0.138134,5.98023,-0.0118101,6.3085,0.360934,5.49245,0.0180167553929179,4.385591402204025,0.22666,6.66514,0.488965,5.10674,3.5140073597846686,4.385591402204025,-0.5702284712193145,-1.3284857943431339,0.4461692034810475,0.051912218431654306,0.008350209819648846
-0.025000756037784233,6.250017565709654,0.3651633327707616,0.5558201928105886,0.101148,5.96363,-0.0460525,6.29781,0.325204,5.45497,0.01707537880303935,4.3955612989404775,0.2263,6.66508,0.433075,5.08804,3.502914224659807,4.3955612989404775,-0.5192360518618556,-1.3197463775031844,0.26261962844345954,0.08295173361528797,0.008121405102633797
-0.05988460650377725,6.241342531838336,0.3697838040391171,0.5454758746111137,0.0645394,5.94781,-0.0797764,6.28827,0.277422,5.44559,0.016397857504660083,4.403114928648621,0.168531,6.65064,0.383878,5.08491,3.4921960296957035,4.403114928648621,-0.4697408464454229,-1.306902637699912,0.08080403380747436,0.11299476410104412,0.007926696768823495
-0.09394240109458987,6.232851855520828,0.3740616296051899,0.5210486624265431,0.0282233,5.93272,-0.1128,6.27918,0.224664,5.45012,0.015948982071149427,4.408406169010214,0.110824,6.6362,0.343996,5.08489,3.4818366087806134,4.408406169010214,-0.42170126028382393,-1.290298270014765,-0.09863054382548299,0.1418582904321389,0.00776370967205506
-0.1272985245968441,6.224516473716196,0.37643869613900727,0.49926341615090875,-0.00788366,5.91833,-0.144663,6.26904,0.173524,5.45319,0.015696602629372197,4.411572152135897,0.0531178,6.62176,0.304111,5.08487,3.471819107622189,4.411572152135897,-0.37507056123508037,-1.270245662532642,-0.2750468189774017,0.16937454038073604,0.007631436134786582
-0.16007424221780808,6.216307496779365,0.3793166011793443,0.4784955747572285,-0.0438655,5.9046,-0.176371,6.26002,0.123288,5.45625,0.01575051936841546,4.41273473798511,-0.00458657,6.60732,0.264225,5.08485,3.4621253089733917,4.41273473798511,-0.3297935758022061,-1.2470243241818453,-0.4450114148167564,0.19538792294187265,0.0073965153155886336
-0.191819293758051,6.208338984531694,0.3816252931618133,0.4584364573237605,-0.0798072,5.89152,-0.207015,6.25132,0.0729994,5.4593,0.013527453165760513,4.412034488205319,-0.0622894,6.59289,0.224338,5.08482,3.4529016744609495,4.412034488205319,-0.2865844564106821,-1.22134178020446,-0.5894789855277355,0.21978449168505343,0.009665130945684842
-0.233260914100055,6.19791399165019,0.3827593421211294,0.4365600184632581,-0.123975,5.87628,-0.247116,6.23869,0.0164758,5.46293,0.022774438293649734,4.409013745798355,-0.177691,6.56402,0.144558,5.08477,3.441097246226185,4.409013745798355,-0.2311409455220237,-1.1839413997682058,-1.1921015307156402,0.24179097744389985,0.003904993024281396
-0.24997793191721718,6.193696542169951,0.38399243201396555,0.4258223406424918,-0.145077,5.86934,-0.263239,6.2347,-0.0140425,5.46418,0.01310838011444542,4.4050999478022845,-0.235389,6.5496,0.104666,5.08474,3.436473963319044,4.4050999478022845,-0.20940064862391158,-1.167451290555153,-1.1812714982333323,0.26280655104889955,0.004850628712667459
-0.2707183393275299,6.188458466486497,0.3833791133186575,0.41516690582609045,-0.168626,5.86184,-0.283003,6.22776,-0.0447649,5.46558,0.01604473596590948,4.4000857637107,-0.293087,6.53517,0.0647733,5.08471,3.4308110905685583,4.4000857637107,-0.18269648285490828,-1.1453499228434219,-1.3709194650407759,0.28253812035763504,0.004767547754756569
-0.29107311244968526,6.183310420648077,0.3834753937347217,0.4037649365026633,-0.192253,5.85459,-0.302653,6.22183,-0.07601,5.46792,0.016091108034897616,4.394025127073086,-0.350783,6.52075,0.0248789,5.08467,3.425350580115589,4.394025127073086,-0.15688903491367007,-1.122157147343206,-1.4727215755797078,0.3009667150208203,0.0050297700854726865
-0.3125111600437121,6.1778804853552485,0.3828560345730496,0.3919361174171119,-0.217959,5.84701,-0.323156,6.21513,-0.110265,5.47016,0.013883162912666246,4.3868897279196375,-0.408477,6.50633,-0.0150167,5.08464,3.419706387664752,4.3868897279196375,-0.13016131873019413,-1.096262140522253,-1.1398766440277452,0.3179835528375834,0.007562506469758002
-0.34468250362745445,6.169718823034691,0.38472514552599807,0.3754513510749425,-0.255688,5.83646,-0.354948,6.20816,-0.15882,5.47372,0.015623752525861375,4.378337113432936,-0.466171,6.49191,-0.0549134,5.0846,3.4114158981345652,4.378337113432936,-0.09083938809825047,-1.0553762042494068,-0.9387330041267888,0.3327244400537745,0.010744274712416926
-0.3902826504623714,6.158119931165959,0.387671015198454,0.35406063103513796,-0.307962,5.82298,-0.400437,6.19946,-0.223505,5.47914,0.020015154639204447,4.367745330872808,-0.523864,6.47749,-0.0948112,5.08456,3.4000766462711915,4.367745330872808,-0.03701381802913614,-0.9949145670589115,-1.0816004435503683,0.3444227318233704,0.010528112302389007
-0.43483871692235215,6.14674243244017,0.38916760454076793,0.3336483439551289,-0.36054,5.81071,-0.444558,6.1907,-0.288508,5.48493,0.01991400912542415,4.35518298119156,-0.572074,6.46544,-0.159176,5.11581,3.3896020739779105,4.35518298119156,0.012707038004742578,-0.9338344077434467,-1.2079087305657157,0.35461851305476194,0.010593194981585022
-0.4795293737051278,6.135286890005478,0.3894106436860705,0.31392777033738223,-0.413423,5.79966,-0.488677,6.18173,-0.352756,5.49165,0.020152900030397533,4.340640305041787,-0.629335,6.45269,-0.285033,5.15363,3.379709784016129,4.340640305041787,0.05966506458732577,-0.870778902122887,-1.3350831212785517,0.36421921573183474,0.010744079964655269
-0.5246984593218117,6.123663700280893,0.38839968896614724,0.2963672890789397,-0.466608,5.78982,-0.533191,6.17247,-0.415802,5.49784,0.0213460096367432,4.32404622986392,-0.66053,6.44575,-0.343493,5.16402,3.3703540658600932,4.32404622986392,0.10409298055439407,-0.8053109481348938,-1.5829311049073027,0.3733193592129083,0.010182638872962746
-0.5673412222185856,6.11264658322603,0.3857300186192414,0.28114884237535104,-0.516744,5.78168,-0.575036,6.16298,-0.474257,5.50376,0.023099909261646116,4.305427890405617,-0.691732,6.43882,-0.401947,5.1744,3.3621538752946556,4.305427890405617,0.14307180134936642,-0.7419148783347416,-2.034140387334732,0.38143664596976845,0.008864550033398382
-0.6043048646547751,6.1030592560819485,0.38135105724384705,0.2694465685233346,-0.56078,5.77542,-0.610999,6.15345,-0.525297,5.50832,0.022604443762718352,4.284987416769251,-0.72294,6.43188,-0.460393,5.18479,3.3555771337349722,4.284987416769251,0.17438141138876004,-0.6856865963074593,-2.129066283151593,0.38835764989473265,0.009217589332736621
-0.6425599525952964,6.093101093470233,0.3757009297952297,0.25761383379197617,-0.605535,5.76988,-0.648292,6.14314,-0.576216,5.51394,0.0237451750620103,4.2627014678119455,-0.754155,6.42495,-0.518833,5.19517,3.349256756279028,4.2627014678119455,0.2045233730004929,-0.6263064889240144,-2.255268789668204,0.39505556903449657,0.009470252968894461
-0.681662158967184,6.082882779057666,0.3697228967808187,0.24555776453005906,-0.650965,5.76509,-0.686513,6.1331,-0.627354,5.52067,0.024933545696486342,4.238495495933837,-0.785377,6.41802,-0.577266,5.20555,3.3433254753925747,4.238495495933837,0.23289895533371244,-0.5643998227699043,-2.3838375611982543,0.40149045169607295,0.009734982541441131
-0.7216328005035677,6.07239399819234,0.36090255284356165,0.23494077201711927,-0.697019,5.76105,-0.725462,6.12083,-0.678503,5.52684,0.026317989637041947,4.212294519423868,-0.816607,6.41109,-0.635692,5.21592,3.3378310529711643,4.212294519423868,0.2593206814835802,-0.49988430316341725,-2.5254025065345993,0.40762961114308727,0.00997062063389311
-0.7623217575079317,6.061668977940603,0.34884737771122754,0.22833022160896704,-0.743638,5.75776,-0.765044,6.10595,-0.729628,5.52986,0.026897980621905446,4.184031183288535,-0.879088,6.39724,-0.752521,5.23667,3.332846896223051,4.184031183288535,0.28348679154424605,-0.43295943048797547,-2.4893499508100194,0.41343770635617605,0.010918182328150318
-0.8065824734761973,6.049946539424557,0.33556736995870173,0.2200981965873409,-0.79375,5.7551,-0.808341,6.09035,-0.784179,5.53521,0.027074427337959592,4.153512692372618,-0.910341,6.39032,-0.810924,5.24703,3.3281197662197264,4.153512692372618,0.3067064826524928,-0.358808694345521,-2.330895494234591,0.4190662212008604,0.01260855837475225
-0.8573267359221963,6.03643464807858,0.3230579799416822,0.21813289967586222,-0.85,5.75313,-0.858352,6.07608,-0.844361,5.53507,0.029459619802673344,4.120382403625284,-0.941601,6.38341,-0.869319,5.25739,3.3235957058509222,4.120382403625284,0.32944476219867014,-0.27222731101478814,-2.522068123325196,0.42446135394832946,0.0127897405127694
-0.908392295090041,6.022752283729145,0.31826997659220113,0.21718681083343888,-0.90625,5.75219,-0.90877,6.07045,-0.90453,5.53501,0.030918616339494706,4.084545323992003,-0.972869,6.3765,-0.927706,5.26775,3.320113989181616,4.084545323992003,0.3477802607762887,-0.18350391893736862,-2.606568586145621,0.4291033703204175,0.013513075241079274
-0.9618753455922914,6.008326202628836,0.31277278523554436,0.21722887859582593,-0.964191,5.75223,-0.961363,6.06499,-0.966155,5.53501,0.032878383686745886,4.045842021665349,-1.00414,6.3696,-0.986085,5.2781,3.317634286916798,4.045842021665349,0.36213199759731934,-0.0889774913092844,-2.7392600354259358,0.4329599887883578,0.01405345736813168
-1.0169633605791157,5.993357883821954,0.3117578414410773,0.21825855538787095,-1.02298,5.75325,-1.01517,6.06491,-1.02845,5.53506,0.03517754336450432,4.004123062145591,-1.04375,6.35875,-1.04375,5.285,3.3163838455344856,4.004123062145591,0.37161823119539567,0.009964868097206057,-2.9518635458847142,0.43578689400540355,0.01442063652674433
-1.0728936030027163,5.97803908811969,0.3098366306620314,0.22019551425948702,-1.08179,5.75518,-1.06943,6.06477,-1.09058,5.53516,0.037783297636908124,3.9587216076137266,-1.1,6.34,-1.1,5.285,3.316527545273551,3.9587216076137266,0.3756518735870686,0.1119108165538644,-3.1973066429039037,0.43592404076462427,0.014819799140653938
-1.1296967539319536,5.962346247751107,0.3070882324349147,0.2229577978003902,-1.14063,5.75794,-1.12423,6.06459,-1.15253,5.5353,0.040589605797835035,3.908976239095936,-1.215,6.315,-1.215,5.285,3.3181860410945965,3.908976239095936,0.3739007726263938,0.21653979939315593,-3.43834683615146,0.43593038572056647,0.015249480842373622
-1.1873778781362119,5.946261051019045,0.30358096415948077,0.22650534828122726,-1.1995,5.76147,-1.17963,6.0644,-1.21432,5.53545,0.043541649915906325,3.8546763965201487,-1.265,6.315,-1.265,5.285,3.321488160615108,3.8546763965201487,0.366082349579134,0.3239961821221144,-3.672393403222082,0.4359346322052681,0.01570275777651486
